,mSSD-124,mSSD-220,yolov3-tiny-128,yolov3-tiny-224
P_s2s,0.6795130142737194,0.6947068758853655,0.5208333333333333,0.4852422907488987
P_u2s,0.5509405861420977,0.7054257019359993,0.41213812229437263,0.4928064471016013
P_visible,0.4767589113936719,0.5853982021030074,0.34772493131868154,0.400228357056551
