,mSSD-124,mSSD-220,yolov3-tiny-128,yolov3-tiny-224
P_s2s,0.40927461516522273,0.34647977055509793,0.44764310182416683,0.4159566546855894
P_u2s,0.3089204874365577,0.315971188310685,0.27299099336447036,0.3036906355961801
P_visible,0.1908260574255603,0.18624339574758986,0.17874094316492553,0.19124170464642223
