,mSSD-124,mSSD-220,yolov3-tiny-128,yolov3-tiny-224
P_s2s,0.4820078546882671,0.6352391472052741,0.1300441826215022,0.20370643102601874
P_u2s,0.3827085817144729,0.4915871847020592,0.13099100621191936,0.1982525656310634
P_visible,0.4185419064653233,0.6042481450802516,0.12141787193333595,0.20392888080664226
