,mSSD-124,mSSD-220,yolov3-tiny-128,yolov3-tiny-224
P_s2s,0.39911835207202206,0.3294373726897477,0.44579387445336544,0.4169046876526608
P_u2s,0.3344338744894016,0.3546084932880704,0.23636254134471138,0.30320378786137225
P_visible,0.29229273674366646,0.2852043816802,0.20322289122266723,0.2711534851790959
