,mSSD-124,mSSD-220,yolov3-tiny-128,yolov3-tiny-224
P_s2s,0.46593376632549205,0.405347704238897,0.3169625197868649,0.3647629918262536
P_u2s,0.34337352350145656,0.40810676017642156,0.2340861786486441,0.2975830297037432
P_visible,0.29229273674366646,0.2852043816802,0.20322289122266723,0.2711534851790959
