,mSSD-124,mSSD-220,yolov3-tiny-128,yolov3-tiny-224
P_s2s,0.8026059005731372,0.8557869930679858,0.6710048842081396,0.6958589993275528
P_u2s,0.1313956424359823,0.2567338738227998,0.034514655116128515,0.07175953130096639
P_visible,0.4145529347083217,0.610380021914851,0.16951267782597926,0.2678291399035231
