,mSSD-124,mSSD-220,yolov3-tiny-128,yolov3-tiny-224
P_s2s,0.15280427316307063,0.10020838456509745,0.28755317440854034,0.2589404746542031
P_u2s,0.10308949341901595,0.15855845075391412,0.032504546708975686,0.07246546205355882
P_visible,0.23039175367931478,0.21555956293152448,0.1655494109964502,0.24562581982837675
