,mSSD-124,mSSD-220,yolov3-tiny-128,yolov3-tiny-224
P_s2s,0.7896034485756342,0.8557869930679858,0.4358072959289979,0.5462339420347359
P_u2s,0.12926699432582647,0.2567338738227998,0.022416734766145325,0.0563296468091533
P_visible,0.4078370550591442,0.610380021914851,0.11009586291790405,0.2102399581275078
