,mSSD-124,mSSD-220,yolov3-tiny-128,yolov3-tiny-224
P_s2s,0.15280427316307063,0.10020838456509745,0.28755317440854034,0.2589404746542031
P_u2s,0.10257969790440946,0.15855845075391412,0.0347783857443078,0.07471981852853365
P_visible,0.2262023137589082,0.21555956293152448,0.1792659937811901,0.2478634298246117
